%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.928,82303.575,0.972,30.350,447.735,521.205,6.212,-7.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,65.632,194.196,-46.515,-269.720,-315.274,-333.740,-338.500,-297.212,-235.903,-203.493,-289.896,-397.554,-612.137,-575.596,-528.211,-541.511
295.223,82423.815,0.973,30.339,447.622,524.508,6.208,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,94.224,198.105,-39.030,-259.487,-307.716,-330.936,-334.975,-300.317,-240.145,-142.508,-276.499,-498.483,-576.276,-598.378,-606.995,-616.521
294.915,82296.537,0.972,30.346,447.584,527.409,6.212,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,61.624,191.628,-45.232,-268.258,-315.922,-336.648,-340.102,-293.144,-237.689,-172.114,-237.044,-497.846,-585.372,-599.109,-513.707,-519.921
295.096,82390.623,0.973,30.338,447.607,525.555,6.209,-7.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,91.083,194.754,-40.206,-257.085,-303.937,-327.094,-332.839,-293.144,-231.884,-150.535,-135.137,-445.575,-612.973,-676.441,-663.694,-736.294
295.054,82355.494,0.972,30.364,448.242,525.837,6.212,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,-12.110,215.190,-26.198,-256.041,-304.045,-326.991,-333.800,-298.069,-244.388,-138.755,-173.959,-332.322,-675.807,-639.238,-995.995,-962.895
294.918,82295.116,0.972,30.367,448.203,524.801,6.202,-7.000,0.000,-2074.149,3917.671,104.223,-0.035,0.043,-87.904,216.865,-23.418,-249.671,-300.482,-323.772,-329.314,-292.608,-237.689,-96.430,-190.416,-462.149,-691.801,-635.580,-511.634,-521.835
295.493,82365.374,0.971,30.384,448.221,525.851,6.202,-7.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,83.069,205.475,-29.620,-250.298,-299.294,-325.848,-338.927,-301.388,-227.418,-129.060,-200.754,-346.559,-551.812,-753.587,-779.867,-716.838
295.105,82389.719,0.973,30.387,449.028,525.604,6.091,-6.000,0.000,-2074.149,3826.237,104.223,-0.036,0.042,-123.368,201.903,-45.874,-271.705,-315.058,-334.156,-336.044,-291.217,-234.784,-97.561,-165.808,-225.866,-322.162,-425.801,-748.599,-1176.332
295.105,82389.719,0.973,30.387,449.028,525.604,6.091,-6.000,0.000,-2074.149,3826.237,104.223,-0.036,0.042,-111.475,210.388,-38.709,-268.259,-311.279,-327.822,-328.780,-286.292,-230.876,-94.747,-163.488,-222.573,-326.972,-420.784,-722.411,-1184.429
294.815,82239.193,0.972,30.403,449.118,525.721,6.099,-6.000,0.000,-2074.149,3820.261,-9.378,-0.036,0.043,-117.530,206.703,-41.490,-269.826,-315.598,-334.052,-334.442,-289.397,-233.444,-104.232,-159.269,-231.816,-318.084,-424.651,-726.034,-1200.173
295.014,82344.000,0.972,30.401,449.318,523.387,6.092,-6.000,0.000,-2074.149,3817.547,-84.986,-0.036,0.042,-122.828,204.470,-44.163,-271.704,-315.490,-333.637,-335.082,-291.110,-235.677,-103.190,-160.324,-223.104,-311.601,-420.680,-742.078,-1178.019
294.994,82334.055,0.972,30.408,449.508,524.298,6.093,-6.000,0.000,-2074.149,3827.474,-8.254,-0.036,0.043,-113.637,208.378,-39.992,-267.423,-311.495,-332.599,-335.510,-291.217,-234.784,-103.607,-169.922,-230.222,-326.554,-435.521,-712.785,-1209.395
294.847,82243.003,0.972,30.417,449.492,525.428,6.090,-6.000,0.000,-2074.149,3832.839,56.673,-0.036,0.042,-130.180,200.338,-46.515,-272.226,-316.678,-336.543,-339.035,-295.714,-237.240,-101.522,-165.176,-228.310,-327.809,-428.309,-775.408,-1186.003
295.109,82391.075,0.973,30.401,449.431,525.820,6.087,-6.000,0.000,-2074.149,3825.647,74.758,-0.036,0.042,-119.584,203.688,-42.773,-270.242,-316.570,-333.740,-332.625,-288.433,-230.318,-97.874,-159.585,-221.298,-313.170,-418.171,-759.985,-1192.751
294.991,82203.741,0.971,30.417,449.069,523.675,6.093,-6.000,0.000,-2074.149,3814.064,90.734,-0.036,0.043,-118.719,206.703,-41.383,-268.676,-315.058,-335.401,-338.393,-293.358,-238.580,-103.503,-165.597,-233.941,-324.463,-437.193,-735.246,-1197.024
295.016,82342.192,0.972,30.389,448.973,523.886,6.086,-6.000,0.000,-2074.149,3808.674,104.223,-0.036,0.042,-125.963,200.561,-47.585,-276.090,-320.564,-337.062,-338.500,-295.392,-240.034,-107.672,-167.918,-228.629,-328.227,-430.713,-735.453,-1185.329
295.240,82294.599,0.971,30.421,449.317,522.094,6.096,-6.000,0.000,-2074.149,3809.233,61.704,-0.036,0.043,-115.800,210.723,-37.105,-264.186,-308.472,-327.613,-329.314,-283.401,-221.501,-87.047,-158.952,-225.548,-311.810,-423.606,-771.578,-1176.332
294.830,82255.660,0.972,30.391,448.823,525.025,6.083,-6.000,0.000,-2074.149,3813.507,51.859,-0.036,0.043,-113.205,207.708,-39.030,-267.632,-314.842,-334.259,-341.170,-297.533,-243.048,-106.959,-167.101,-238.509,-329.168,-442.837,-750.669,-1213.443
295.240,82366.924,0.972,30.373,448.293,526.784,6.095,-6.000,0.000,-2074.149,3806.062,97.615,-0.036,0.042,-133.748,198.328,-47.799,-270.869,-317.757,-339.139,-344.802,-300.852,-239.475,-102.580,-166.257,-223.318,-321.430,-416.499,-734.108,-1190.052
294.823,82249.978,0.972,30.389,448.749,521.816,6.100,-6.000,0.000,-2074.149,3782.756,78.013,-0.037,0.043,-121.314,211.393,-35.181,-259.696,-303.829,-322.733,-325.468,-283.615,-230.097,-97.889,-167.418,-229.162,-314.276,-424.547,-754.396,-1189.152
295.022,82345.291,0.972,30.373,448.486,520.745,6.093,-6.000,0.000,-2074.149,3802.216,104.223,-0.036,0.042,-124.233,201.790,-49.830,-276.612,-320.780,-334.986,-336.684,-292.180,-239.252,-102.268,-170.055,-234.899,-326.508,-436.085,-745.287,-1181.730
295.225,82296.989,0.971,30.390,448.442,523.161,6.099,-6.000,0.000,-2074.149,3807.795,59.154,-0.036,0.042,-118.286,210.835,-40.634,-271.391,-318.729,-339.555,-341.598,-295.499,-233.558,-96.117,-150.961,-230.012,-316.785,-424.277,-798.603,-1196.237
295.064,82207.681,0.971,30.378,447.844,522.198,6.092,-6.000,0.000,-2074.149,3813.423,74.852,-0.036,0.043,-123.584,209.272,-36.357,-261.262,-307.500,-328.444,-334.868,-292.501,-233.670,-104.144,-161.405,-223.956,-314.171,-431.592,-761.132,-1185.674
295.148,82391.205,0.972,30.355,448.030,524.256,6.096,-6.000,0.000,-2074.149,3814.839,-42.017,-0.036,0.042,-125.206,196.541,-50.793,-273.688,-316.354,-333.013,-336.364,-296.034,-244.276,-116.758,-175.646,-238.511,-328.181,-430.129,-727.388,-1196.920
294.823,82245.909,0.972,30.371,448.187,521.239,6.104,-6.000,0.000,-2074.149,3798.373,-36.600,-0.036,0.043,-121.206,211.952,-39.886,-270.660,-317.001,-334.466,-334.441,-286.720,-226.860,-94.553,-154.759,-223.212,-326.299,-434.936,-748.504,-1201.306
295.011,82338.963,0.972,30.356,447.984,521.328,6.097,-6.000,0.000,-2074.149,3803.409,13.526,-0.036,0.042,-121.962,210.723,-37.319,-265.439,-312.899,-334.363,-339.354,-295.178,-240.034,-110.712,-156.974,-223.850,-318.980,-428.039,-742.604,-1193.209
295.036,82327.533,0.972,30.335,447.265,523.880,6.097,-6.000,0.000,-2074.149,3807.530,-44.323,-0.036,0.043,-126.720,206.592,-39.137,-264.291,-309.228,-328.963,-333.586,-292.287,-235.345,-100.600,-166.996,-224.487,-316.680,-423.650,-757.406,-1186.349
295.091,82374.673,0.972,30.595,455.132,531.795,6.072,-5.000,0.000,-2074.149,3860.985,104.223,-0.035,0.042,43.321,129.762,-115.166,-326.839,-355.870,-365.827,-360.611,-307.276,-255.996,-92.468,-147.056,-199.625,-281.486,-350.339,-866.495,-895.637
295.091,82374.673,0.972,30.595,455.132,531.795,6.072,-5.000,0.000,-2074.149,3860.985,104.223,-0.035,0.042,57.292,144.390,-104.366,-320.261,-349.392,-358.869,-353.134,-298.604,-248.850,-82.981,-150.643,-206.318,-284.100,-355.460,-872.395,-895.300
295.182,82422.201,0.973,30.594,455.217,529.821,6.076,-5.000,0.000,-2074.149,3867.875,104.223,-0.035,0.042,47.978,139.588,-107.787,-326.526,-359.541,-371.538,-366.379,-307.276,-250.972,-88.089,-148.849,-208.868,-293.825,-363.613,-872.085,-901.598
294.942,82297.828,0.972,30.607,455.291,529.815,6.075,-5.000,0.000,-2074.149,3870.287,104.223,-0.036,0.043,41.372,136.015,-107.466,-320.573,-352.199,-365.100,-360.611,-305.135,-245.390,-82.981,-142.942,-194.525,-271.762,-345.322,-857.283,-895.187
295.234,82447.515,0.973,30.585,455.006,530.914,6.070,-5.000,0.000,-2074.149,3862.946,104.223,-0.035,0.042,48.411,138.807,-103.403,-315.248,-346.261,-357.831,-356.552,-305.456,-254.321,-93.927,-151.487,-205.574,-283.159,-366.644,-873.430,-893.838
295.184,82283.105,0.971,30.622,455.280,529.676,6.078,-5.000,0.000,-2074.149,3844.497,104.223,-0.036,0.042,46.787,136.350,-110.674,-323.810,-354.683,-364.684,-359.863,-305.135,-250.972,-88.819,-148.638,-211.524,-284.623,-358.282,-865.770,-898.899
295.093,82377.579,0.972,30.588,454.926,529.191,6.063,-5.000,0.000,-2074.149,3854.493,104.223,-0.036,0.042,45.812,135.233,-111.423,-325.794,-357.490,-368.838,-365.204,-309.632,-252.981,-89.653,-146.739,-204.512,-279.186,-351.071,-864.321,-895.300
295.349,82398.114,0.972,30.587,454.642,531.765,6.077,-5.000,0.000,-2074.149,3857.229,104.223,-0.035,0.042,50.144,135.233,-108.963,-320.887,-351.444,-363.438,-360.824,-306.098,-248.516,-90.487,-149.377,-201.112,-281.486,-357.446,-846.311,-887.765
295.251,82243.133,0.970,30.617,454.817,527.352,6.074,-5.000,0.000,-2074.149,3849.282,104.223,-0.036,0.042,49.928,138.695,-109.177,-322.557,-353.280,-364.684,-362.320,-307.169,-248.630,-88.402,-148.005,-201.537,-290.688,-365.912,-860.906,-904.071
295.316,82440.992,0.972,30.575,454.568,531.093,6.064,-5.000,0.000,-2074.149,3838.992,104.223,-0.035,0.042,43.538,139.253,-106.504,-322.140,-357.814,-369.980,-368.088,-313.486,-256.780,-90.696,-150.115,-208.230,-283.578,-357.760,-855.006,-899.461
294.986,82323.206,0.972,30.585,454.726,533.247,6.079,-5.000,0.000,-2074.149,3799.396,104.223,-0.035,0.042,41.155,133.893,-112.599,-324.124,-353.064,-361.881,-360.077,-308.026,-251.421,-89.862,-152.649,-205.149,-282.427,-361.940,-868.772,-898.899
295.246,82345.356,0.972,30.585,454.448,529.014,6.073,-5.000,0.000,-2074.149,3803.599,104.223,-0.036,0.042,48.303,137.020,-110.461,-326.003,-358.138,-367.488,-364.456,-309.846,-258.231,-96.743,-153.493,-210.251,-289.642,-370.197,-864.321,-896.987
295.189,82425.494,0.973,30.574,454.648,529.881,6.073,-5.000,0.000,-2074.149,3825.755,104.223,-0.035,0.042,49.061,142.157,-106.718,-322.871,-355.763,-366.969,-364.349,-310.060,-254.436,-89.028,-148.218,-201.858,-278.206,-348.562,-858.732,-901.710
294.950,82305.577,0.972,30.585,454.661,529.342,6.077,-5.000,0.000,-2074.149,3824.961,104.223,-0.036,0.043,41.697,136.015,-107.146,-317.336,-348.529,-361.050,-361.038,-311.452,-255.105,-91.322,-152.543,-205.364,-288.452,-360.635,-889.164,-925.101
295.241,82450.421,0.973,30.557,454.205,527.813,6.077,-5.000,0.000,-2074.149,3806.421,104.223,-0.035,0.042,39.964,129.761,-117.839,-328.196,-357.814,-367.280,-364.029,-309.846,-255.105,-101.642,-153.387,-211.738,-284.479,-359.381,-856.361,-893.950
295.216,82265.153,0.971,30.581,453.931,527.533,6.081,-5.000,0.000,-2074.149,3800.748,104.223,-0.035,0.042,52.094,147.964,-101.585,-320.991,-355.655,-365.827,-357.620,-298.604,-238.805,-76.414,-139.673,-199.202,-284.270,-357.187,-862.882,-892.948
295.091,82369.507,0.972,30.553,453.859,526.915,6.072,-5.000,0.000,-2074.149,3818.401,104.223,-0.035,0.042,49.278,142.492,-100.409,-314.726,-348.961,-364.684,-366.913,-313.272,-255.329,-95.700,-150.750,-204.514,-283.015,-359.486,-871.266,-904.644
295.187,82417.422,0.973,30.557,454.081,528.165,6.082,-5.000,0.000,-2074.149,3826.367,104.223,-0.035,0.042,38.123,130.209,-113.455,-325.377,-356.627,-367.176,-362.106,-310.488,-253.319,-91.843,-155.603,-208.020,-282.702,-366.696,-877.580,-911.391
294.946,82301.703,0.972,30.562,453.967,527.519,6.079,-5.000,0.000,-2074.149,3831.007,104.223,-0.035,0.042,41.913,137.579,-108.857,-321.095,-351.228,-361.569,-358.261,-304.492,-245.392,-85.692,-143.682,-202.070,-281.133,-353.216,-848.080,-891.261
295.398,82412.579,0.972,30.551,453.551,529.127,6.077,-5.000,0.000,-2074.149,3831.095,104.223,-0.035,0.042,46.354,138.137,-107.039,-319.216,-351.012,-360.946,-356.979,-303.850,-250.193,-89.132,-146.847,-204.620,-277.265,-350.185,-855.326,-890.811
295.154,82336.315,0.972,30.224,443.865,519.932,6.028,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,189.313,70.688,-166.172,-363.804,-383.835,-389.710,-382.508,-317.554,-272.407,-78.290,-134.397,-183.583,-239.870,-269.130,-652.179,-726.501
295.154,82336.315,0.972,30.224,443.865,519.932,6.028,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,175.992,56.952,-180.287,-377.588,-394.955,-395.940,-386.994,-325.156,-288.260,-93.302,-149.060,-193.357,-255.136,-268.398,-653.527,-726.726
295.196,82384.166,0.972,30.240,444.536,521.687,6.032,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,186.931,70.353,-171.732,-372.471,-391.824,-393.759,-381.013,-313.272,-267.160,-74.224,-133.975,-179.439,-243.530,-292.123,-646.789,-721.891
294.980,82264.055,0.972,30.255,444.643,520.813,6.025,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,186.931,67.561,-170.022,-366.415,-385.238,-388.360,-379.410,-314.449,-279.664,-84.962,-141.570,-187.938,-245.098,-276.341,-661.508,-730.550
295.195,82415.550,0.973,30.223,444.194,520.458,6.021,-4.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,179.783,59.521,-180.608,-378.632,-396.299,-398.536,-390.199,-324.728,-280.557,-84.232,-139.460,-187.301,-244.575,-260.141,-649.692,-728.301
294.949,82293.889,0.972,30.246,444.590,517.793,6.033,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,186.714,66.668,-169.808,-365.893,-383.884,-387.945,-376.633,-310.167,-265.820,-74.224,-133.658,-180.714,-234.328,-286.793,-643.058,-722.453
295.049,82344.968,0.972,30.227,444.167,516.247,6.023,-4.000,0.000,-2074.149,3917.671,-19.267,-0.035,0.043,187.364,60.079,-179.325,-377.588,-395.219,-395.629,-387.850,-324.621,-285.692,-87.255,-143.786,-191.869,-250.431,-281.672,-649.484,-726.501
295.198,82377.644,0.972,30.236,444.382,518.967,6.030,-4.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,184.115,57.846,-181.356,-376.857,-390.469,-391.787,-379.945,-315.414,-272.184,-77.248,-134.924,-184.326,-237.779,-264.009,-635.491,-721.104
294.919,82290.531,0.972,30.248,444.675,519.678,6.026,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,193.321,65.886,-174.620,-373.516,-388.526,-390.957,-378.663,-315.092,-280.784,-84.024,-137.773,-190.276,-250.431,-283.031,-650.314,-721.104
295.187,82419.037,0.973,30.213,443.936,517.928,6.022,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,184.765,59.967,-178.790,-378.423,-396.838,-397.914,-385.072,-317.662,-276.988,-77.874,-131.549,-184.326,-238.511,-292.019,-648.241,-722.003
294.954,82298.668,0.972,30.234,444.239,517.672,6.035,-4.000,0.000,-2074.149,3917.671,104.223,-0.037,0.042,192.671,71.135,-165.530,-363.804,-380.213,-385.868,-376.313,-311.880,-271.853,-75.684,-133.238,-183.795,-237.360,-273.206,-641.503,-723.465
295.052,82352.524,0.972,30.249,444.830,522.247,6.035,-4.000,0.000,-2074.149,3917.671,13.712,-0.036,0.042,183.682,57.176,-180.180,-376.439,-391.225,-392.410,-381.013,-318.626,-276.765,-84.650,-143.893,-192.721,-248.340,-261.814,-651.868,-723.240
295.129,82391.915,0.973,30.232,444.420,520.156,6.020,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,190.505,65.104,-173.871,-372.889,-388.526,-389.814,-374.498,-308.347,-261.358,-69.847,-125.326,-177.635,-237.745,-268.189,-635.699,-713.794
294.919,82279.360,0.972,30.235,444.232,518.914,6.028,-4.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,194.512,72.698,-167.562,-370.487,-389.390,-393.968,-384.645,-318.518,-272.634,-79.125,-132.816,-184.116,-240.882,-275.153,-656.533,-722.903
295.189,82425.042,0.973,30.249,445.015,518.277,6.026,-4.000,0.000,-2074.149,3917.671,-19.481,-0.035,0.042,183.465,60.972,-174.940,-374.247,-390.469,-393.241,-384.966,-320.660,-274.532,-78.812,-134.715,-182.522,-239.836,-280.274,-636.433,-714.693
294.948,82303.705,0.972,30.242,444.529,518.924,6.021,-4.000,0.000,-2074.149,3917.671,104.223,-0.035,0.043,196.461,72.698,-166.172,-365.684,-383.020,-385.661,-374.604,-309.953,-269.620,-74.746,-136.403,-184.328,-241.927,-255.194,-642.341,-715.376
295.065,82344.064,0.972,30.252,444.862,521.088,6.024,-4.000,0.000,-2074.149,3917.671,-7.057,-0.035,0.042,192.996,66.779,-174.406,-373.933,-390.037,-391.164,-381.227,-316.805,-282.235,-80.584,-135.876,-189.747,-252.278,-301.801,-658.304,-722.011
295.378,82339.286,0.971,30.259,444.582,520.105,6.020,-4.000,0.000,-2074.149,3917.671,24.353,-0.036,0.042,183.032,63.541,-173.229,-371.114,-387.986,-389.503,-377.916,-311.131,-265.600,-70.681,-123.849,-175.192,-223.945,-264.390,-632.805,-713.127
294.916,82282.717,0.972,30.254,444.812,517.842,6.017,-4.000,0.000,-2074.149,3917.671,104.223,-0.035,0.043,195.162,70.799,-165.958,-363.073,-377.839,-384.103,-376.848,-315.521,-274.979,-80.480,-139.568,-190.809,-248.096,-277.557,-646.798,-715.601
295.195,82417.358,0.973,30.246,444.893,521.485,6.019,-4.000,0.000,-2074.149,3917.671,-6.387,-0.036,0.042,189.313,63.094,-177.293,-378.318,-395.111,-395.733,-380.372,-313.058,-266.382,-77.769,-134.082,-182.947,-236.177,-285.708,-643.585,-713.914
295.025,82327.856,0.972,30.484,451.692,527.202,6.047,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,297.075,-17.059,-244.981,-425.100,-424.647,-418.162,-403.230,-333.293,-266.043,-69.533,-121.949,-160.528,-202.122,-286.166,-513.907,-637.469
295.025,82327.856,0.972,30.484,451.692,527.202,6.047,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,300.107,-19.066,-249.579,-431.783,-434.149,-428.234,-409.960,-337.897,-264.034,-80.062,-134.397,-173.490,-213.311,-284.180,-526.864,-645.353
295.044,82335.153,0.972,30.491,451.914,527.079,6.047,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,302.598,-13.045,-243.163,-425.204,-428.102,-421.900,-404.192,-332.115,-259.122,-67.031,-122.265,-165.628,-213.415,-313.131,-520.334,-637.582
294.862,82245.522,0.972,30.507,452.152,524.850,6.044,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,303.790,-12.265,-241.452,-422.906,-426.483,-419.408,-401.415,-328.796,-265.262,-70.888,-126.063,-167.965,-210.278,-312.922,-523.858,-637.469
295.163,82380.291,0.972,30.485,451.793,526.141,6.039,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,299.999,-15.944,-248.616,-431.886,-434.797,-426.988,-411.135,-339.074,-240.477,-74.016,-128.489,-167.328,-211.428,-278.223,-523.340,-640.172
294.908,82274.904,0.972,30.467,451.058,524.725,6.047,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,303.790,-12.934,-242.200,-420.609,-422.057,-417.435,-402.910,-331.473,-257.112,-72.869,-129.017,-168.390,-205.991,-295.573,-525.620,-642.763
295.027,82328.760,0.972,30.474,451.388,526.989,6.052,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,296.208,-19.735,-250.113,-429.693,-430.155,-421.485,-405.154,-336.933,-262.806,-79.958,-132.498,-174.658,-218.330,-309.996,-531.736,-647.268
295.392,82264.120,0.970,30.506,451.417,523.712,6.048,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,295.234,-20.181,-248.082,-427.292,-429.291,-422.523,-404.940,-330.403,-267.606,-63.695,-119.417,-160.316,-203.586,-308.324,-515.980,-638.258
294.993,82234.544,0.971,30.467,450.724,525.911,6.037,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,302.490,-13.380,-243.804,-426.248,-430.694,-425.534,-407.824,-333.829,-288.599,-75.267,-127.540,-169.665,-212.056,-282.822,-528.211,-643.776
295.271,82372.478,0.972,30.472,451.182,525.142,6.051,-3.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,298.808,-18.955,-248.402,-429.589,-433.826,-428.753,-412.311,-339.503,-278.551,-80.897,-133.658,-175.083,-216.866,-301.321,-530.388,-645.916
294.913,82267.607,0.972,30.462,450.872,523.642,6.048,-3.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,297.833,-17.728,-243.698,-424.577,-427.239,-420.135,-399.706,-327.833,-268.392,-66.094,-122.267,-164.247,-207.037,-290.556,-518.883,-641.862
295.061,82329.470,0.972,30.456,450.805,525.667,6.051,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,300.757,-14.941,-242.842,-425.412,-427.671,-423.458,-406.329,-334.364,-264.149,-74.538,-129.441,-174.979,-212.892,-305.920,-527.279,-646.592
295.084,82335.863,0.972,30.447,450.536,526.207,6.052,-3.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,295.667,-21.854,-252.680,-435.437,-437.281,-429.999,-413.272,-342.929,-264.149,-77.248,-127.647,-167.861,-211.399,-318.357,-524.480,-644.452
295.190,82183.788,0.970,30.471,450.252,524.290,6.055,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,301.190,-14.049,-239.420,-417.685,-420.761,-418.369,-400.988,-328.583,-271.071,-65.051,-122.794,-162.974,-208.472,-308.175,-520.334,-638.483
295.151,82399.147,0.973,30.434,450.396,525.264,6.045,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,299.457,-21.742,-249.579,-429.902,-430.478,-423.873,-409.320,-339.396,-246.621,-79.020,-132.078,-170.198,-215.895,-301.696,-520.652,-641.411
294.914,82267.348,0.972,30.451,450.531,524.859,6.059,-3.000,0.000,-2074.149,3917.671,104.223,-0.037,0.043,301.082,-23.637,-254.284,-436.272,-437.928,-429.792,-411.349,-337.469,-269.620,-76.101,-125.748,-172.536,-214.326,-292.605,-522.932,-638.724
295.046,82330.181,0.972,30.426,449.940,524.065,6.051,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,306.280,-10.592,-240.810,-422.906,-424.540,-421.485,-405.581,-334.899,-270.401,-75.789,-128.386,-165.630,-213.490,-263.135,-521.378,-641.765
295.049,82340.384,0.972,30.420,449.822,524.320,6.060,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.042,303.355,-14.606,-243.163,-424.786,-426.699,-419.200,-402.270,-332.544,-270.290,-76.101,-129.124,-164.780,-207.531,-319.880,-525.627,-645.256
295.081,82201.417,0.970,30.447,449.821,521.111,6.061,-3.000,0.000,-2074.149,3917.671,104.223,-0.036,0.043,293.933,-22.522,-249.793,-428.754,-430.802,-423.250,-408.786,-339.075,-270.513,-75.059,-130.706,-170.730,-211.817,-278.601,-521.585,-644.130
295.147,82393.271,0.972,30.403,449.470,525.647,6.050,-3.000,0.000,-2074.149,3917.671,104.223,-0.035,0.042,294.583,-19.624,-251.504,-432.617,-434.257,-425.327,-405.047,-331.580,-245.393,-76.831,-130.284,-172.642,-219.449,-280.378,-517.335,-633.995
295.039,82342.579,0.972,30.351,447.809,521.539,6.047,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,379.278,-111.609,-330.527,-493.706,-478.201,-461.775,-439.121,-363.058,-243.604,-74.005,-121.403,-154.792,-191.457,-294.632,-439.071,-565.840
295.039,82342.579,0.972,30.351,447.809,521.539,6.047,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,393.465,-99.790,-322.401,-487.440,-470.859,-452.430,-427.158,-352.458,-215.916,-63.999,-109.590,-149.586,-186.438,-299.545,-436.169,-563.812
295.096,82370.734,0.972,30.346,447.741,522.331,6.049,-2.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,390.974,-100.348,-318.871,-484.412,-472.155,-457.725,-433.887,-358.025,-224.066,-72.441,-121.614,-157.129,-198.463,-274.356,-451.095,-574.850
295.057,82244.037,0.971,30.394,448.520,521.662,6.050,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,381.444,-106.815,-325.715,-491.930,-475.502,-459.491,-433.567,-359.203,-228.644,-66.709,-113.387,-149.267,-185.183,-336.857,-434.200,-566.741
295.165,82412.837,0.973,30.376,448.735,523.936,6.033,-2.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.042,387.942,-98.452,-316.839,-483.263,-469.815,-454.818,-427.585,-351.280,-230.207,-63.060,-118.133,-151.923,-191.248,-295.155,-447.260,-569.106
294.925,82283.686,0.972,30.395,448.971,525.809,6.041,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.043,385.884,-98.452,-319.727,-485.038,-470.679,-455.855,-433.353,-360.381,-217.479,-72.337,-120.981,-157.660,-197.417,-284.703,-446.431,-572.259
295.034,82339.867,0.972,30.392,449.003,522.015,6.033,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,381.336,-104.808,-323.255,-488.901,-474.781,-458.659,-430.790,-351.816,-219.712,-62.122,-110.855,-144.805,-179.537,-315.222,-434.822,-564.939
295.129,82366.989,0.972,30.415,449.703,522.551,6.035,-2.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.042,390.108,-99.010,-318.123,-480.339,-463.986,-449.417,-429.401,-358.239,-237.575,-68.064,-120.137,-155.535,-191.980,-279.164,-439.071,-567.529
